bpm=200
(417,hold_mid,1)
(418,hold_mid,1)
(419,hold_mid,1)
(420,tap,0)
(420,hold_mid,1)
(421,hold_mid,1)
(422,hold_mid,1)
(423,hold_mid,1)
(424,hold_mid,1)
(425,tap,0)
(425,hold_mid,1)
(426,hold_mid,1)
(427,hold_mid,1)
(428,tap,0)
(429,tap,1)
(431,tap,0)
(432,tap,1)
(433,tap,0)
(435,tap,0)
(436,tap,0)
(437,tap,1)
(439,tap,0)
(440,tap,1)
(441,tap,0)
(443,tap,1)
(444,tap,0)
(445,tap,1)
(447,tap,1)
(448,tap,0)
(449,tap,1)
(451,tap,0)
(452,tap,1)
(453,tap,0)
(455,tap,1)
(456,tap,0)
(457,tap,1)
(459,tap,1)
(460,tap,1)
(461,tap,0)
(463,tap,1)
(464,tap,0)
(465,tap,1)
(467,tap,0)
(468,tap,1)
(469,tap,0)
(471,tap,0)
(472,tap,0)
(473,tap,1)
(475,tap,0)
(476,tap,1)
(477,tap,0)
(479,tap,1)
(480,tap,1)
(481,tap,0)
(483,tap,0)
(484,tap,0)
(485,tap,1)
(487,tap,0)
(488,tap,1)
(489,tap,0)
(491,tap,1)
(492,tap,0)
(493,tap,1)
(495,tap,1)
(496,tap,1)
(497,tap,0)
(499,tap,1)
(500,tap,0)
(501,tap,1)
(503,tap,0)
(504,tap,1)
(505,tap,0)
(507,tap,0)
(508,tap,0)
(509,tap,1)
(511,tap,0)
(512,tap,0)
(513,tap,1)
(515,tap,0)
(516,tap,1)
(517,tap,0)
(519,tap,0)
(520,tap,0)
(521,tap,1)
(523,tap,0)
(524,tap,1)
(525,tap,0)
(527,tap,1)
(528,tap,0)
(529,tap,1)
(531,tap,1)
(532,tap,1)
(533,tap,0)
(535,tap,1)
(536,tap,0)
(537,tap,1)
(539,tap,0)
(540,tap,1)
(541,tap,0)
(543,tap,0)
(544,tap,1)
(545,tap,0)
(547,tap,1)
(548,tap,0)
(549,tap,1)
(551,tap,0)
(552,tap,1)
(553,tap,0)
(555,tap,0)
(556,tap,0)
(557,tap,1)
(559,tap,0)
(560,tap,1)
(561,tap,0)
(563,tap,1)
(564,tap,0)
(565,tap,1)
(567,tap,1)
(568,tap,1)
(569,tap,0)
(571,tap,1)
(572,tap,0)
(573,tap,1)
(575,tap,0)
(576,tap,0)
(577,tap,1)
(579,tap,1)
(580,tap,1)
(581,tap,0)
(583,tap,1)
(584,tap,0)
(585,tap,1)
(587,tap,0)
(588,tap,1)
(589,tap,0)
(591,tap,0)
(592,tap,0)
(593,tap,1)
(595,tap,0)
(596,tap,1)
(597,tap,0)
(599,tap,1)
(600,tap,0)
(601,tap,1)
(603,tap,1)
(604,tap,1)
(605,tap,0)
(607,tap,1)
(608,tap,1)
(609,tap,0)
(611,tap,1)
(612,tap,0)
(613,tap,1)
(615,tap,1)
(616,tap,1)
(617,tap,0)
(619,tap,1)
(620,tap,0)
(621,tap,1)
(623,tap,0)
(624,tap,1)
(625,tap,0)
(627,tap,0)
(628,tap,0)
(629,tap,1)
(631,tap,0)
(632,tap,1)
(633,tap,0)
(635,tap,1)
(636,tap,0)
(637,tap,1)
(639,tap,1)
(640,tap,0)
(641,tap,1)
(643,tap,0)
(644,tap,1)
(645,tap,0)
(647,tap,1)
(648,tap,0)
(649,tap,1)
(651,tap,1)
(652,tap,1)
(653,tap,0)
(655,tap,1)
(656,tap,0)
(657,tap,1)
(659,tap,0)
(660,tap,1)
(661,tap,0)
(663,tap,0)
(664,tap,0)
(665,tap,1)
(667,tap,0)
(668,tap,1)
(669,tap,0)
(671,tap,1)
(672,hold_start,0)
(672,tap,1)
(673,hold_mid,0)
(674,hold_mid,0)
(675,hold_mid,0)
(676,hold_mid,0)
(677,hold_mid,0)
(677,tap,1)
(678,hold_mid,0)
(679,hold_mid,0)
(680,tap,1)
(681,tap,0)
(683,tap,1)
(684,tap,0)
(685,tap,1)
(687,tap,1)
(688,tap,1)
(689,tap,0)
(691,tap,1)
(692,tap,0)
(693,tap,1)
(695,tap,0)
(696,tap,1)
(697,tap,0)
(699,tap,0)
(700,tap,0)
(701,tap,1)
(703,tap,0)
(704,tap,0)
(705,tap,1)
(707,tap,0)
(708,tap,1)
(709,tap,0)
(711,tap,0)
(712,tap,0)
(713,tap,1)
(715,tap,0)
(716,tap,1)
(717,tap,0)
(719,tap,1)
(720,tap,0)
(721,tap,1)
(723,tap,1)
(724,tap,1)
(725,tap,0)
(727,tap,1)
(728,tap,0)
(729,tap,1)
(731,tap,0)
(732,tap,1)
(733,tap,0)
(735,tap,0)
(736,tap,1)
(737,tap,0)
(739,tap,1)
(740,tap,0)
(741,tap,1)
(743,tap,0)
(744,tap,1)
(745,tap,0)
(747,tap,0)
(748,tap,0)
(749,tap,1)
(751,tap,0)
(752,tap,1)
(753,tap,0)
(755,tap,1)
(756,tap,0)
(757,tap,1)
(759,tap,1)
(760,tap,1)
(761,tap,0)
(763,tap,1)
(764,tap,0)
(765,tap,1)
(767,tap,0)
(768,tap,0)
(769,tap,1)
(771,tap,1)
(772,tap,1)
(773,tap,0)
(775,tap,1)
(776,tap,0)
(777,tap,1)
(779,tap,0)
(780,tap,1)
(781,tap,0)
(783,tap,0)
(784,tap,0)
(785,tap,1)
(787,tap,0)
(788,tap,1)
(789,tap,0)
(791,tap,1)
(792,tap,0)
(793,tap,1)
(795,tap,1)
(796,tap,1)
(797,tap,0)
(799,tap,1)
(800,hold_start,1)
(801,tap,0)
(801,hold_mid,1)
(802,hold_mid,1)
(803,hold_mid,1)
(804,tap,0)
(804,hold_mid,1)
(805,hold_mid,1)
(806,hold_mid,1)
(807,hold_mid,1)
(808,tap,1)
(809,tap,0)
(811,tap,1)
(812,tap,0)
(813,tap,1)
(815,tap,0)
(816,tap,1)
(817,tap,0)
(819,tap,0)
(820,tap,0)
(821,tap,1)
(823,tap,0)
(824,tap,1)
(825,tap,0)
(827,tap,1)
(828,tap,0)
(829,tap,1)
(831,tap,1)
(832,tap,0)
(833,tap,1)
(835,tap,0)
(836,tap,1)
(837,tap,0)
(839,tap,1)
(840,tap,0)
(841,tap,1)
(843,tap,1)
(844,tap,1)
(845,tap,0)
(847,tap,1)
(848,tap,0)
(849,tap,1)
(851,tap,0)
(852,tap,1)
(853,tap,0)
(855,tap,0)
(856,tap,0)
(857,tap,1)
(859,tap,0)
(860,tap,1)
(861,tap,0)
(863,tap,1)
(864,tap,1)
(865,tap,0)
(867,tap,0)
(868,tap,0)
(869,tap,1)
(871,tap,0)
(872,tap,1)
(873,tap,0)
(875,tap,1)
(876,tap,0)
(877,tap,1)
(879,tap,1)
(880,tap,1)
(881,tap,0)
(883,tap,1)
(884,tap,0)
(885,tap,1)
(887,tap,0)
(888,tap,1)
(889,tap,0)
(891,tap,0)
(892,tap,0)
(893,tap,1)
(895,tap,0)
(896,tap,0)
(897,tap,1)
(899,tap,0)
(900,tap,1)
(901,tap,0)
(903,tap,0)
(904,tap,0)
(905,tap,1)
(907,tap,0)
(908,tap,1)
(909,tap,0)
(911,tap,1)
(912,tap,0)
(913,tap,1)
(915,tap,1)
(916,tap,1)
(917,tap,0)
(919,tap,1)
(920,tap,0)
(921,tap,1)
(923,tap,0)
(924,tap,1)
(925,tap,0)
(927,tap,0)
(928,tap,1)
(929,tap,0)
(931,tap,1)
(932,tap,0)
(933,tap,1)
(935,tap,0)
(936,tap,1)
(937,tap,0)
(939,tap,0)
(940,tap,0)
(941,tap,1)
(943,tap,0)
(944,tap,1)
(945,tap,0)
(947,tap,1)
(948,tap,0)
(949,tap,1)
(951,tap,1)
(952,tap,1)
(953,tap,0)
(955,tap,1)
(956,tap,0)
(957,tap,1)
(959,tap,0)
(960,tap,0)
(961,tap,1)
(963,tap,1)
(964,tap,1)
(965,tap,0)
(967,tap,1)
(968,tap,0)
(969,tap,1)
(971,tap,0)
(972,tap,1)
(973,tap,0)
(975,tap,0)
(976,tap,0)
(977,tap,1)
(979,tap,0)
(980,tap,1)
(981,tap,0)
(983,tap,1)
(984,tap,0)
(985,tap,1)
(987,tap,1)
(988,tap,1)
(989,tap,0)
(991,tap,1)
(992,hold_start,0)
(992,tap,1)
(993,hold_mid,0)
(994,hold_mid,0)
(995,hold_mid,0)
(995,tap,1)
(996,hold_mid,0)
(997,hold_mid,0)
(997,tap,1)
(998,hold_mid,0)
(999,hold_mid,0)
(999,tap,1)
(1000,hold_mid,0)
(1000,tap,1)
(1001,hold_mid,0)
(1002,hold_mid,0)
(1003,hold_mid,0)
(1003,tap,1)
(1004,tap,0)
(1005,tap,1)
(1007,tap,0)
(1008,tap,1)
(1009,tap,0)
(1011,tap,0)
(1012,tap,0)
(1013,tap,1)
(1015,tap,0)
(1016,tap,1)
(1017,tap,0)
(1019,tap,1)
(1020,tap,0)
(1021,tap,1)
(1023,tap,1)
(1024,tap,0)
(1025,tap,1)
(1027,tap,0)
(1028,tap,1)
(1029,tap,0)
(1031,tap,1)
(1032,tap,0)
(1033,tap,1)
(1035,tap,1)
(1036,tap,1)
(1037,tap,0)
(1039,tap,1)
(1040,tap,0)
(1041,tap,1)
(1043,tap,0)
(1044,tap,1)
(1045,tap,0)
(1047,tap,0)
(1048,tap,0)
(1049,tap,1)
(1051,tap,0)
(1052,tap,1)
(1053,tap,0)
(1055,tap,1)
(1056,tap,1)
(1057,tap,0)
(1059,tap,0)
(1060,tap,0)
(1061,tap,1)
(1063,tap,0)
(1064,tap,1)
(1065,tap,0)
(1067,tap,1)
(1068,tap,0)
(1069,tap,1)
(1071,tap,1)
(1072,tap,1)
(1073,tap,0)
(1075,tap,1)
(1076,tap,0)
(1077,tap,1)
(1079,tap,0)
(1080,tap,1)
(1081,tap,0)
(1083,tap,0)
(1084,tap,0)
(1085,tap,1)
(1087,tap,0)
(1088,tap,0)
(1089,tap,1)
(1091,tap,0)
(1092,tap,1)
(1093,tap,0)
(1095,tap,0)
(1096,tap,0)
(1097,tap,1)
(1099,tap,0)
(1100,tap,1)
(1101,tap,0)
(1103,tap,1)
(1104,tap,0)
(1105,tap,1)
(1107,tap,1)
(1108,tap,1)
(1109,tap,0)
(1111,tap,1)
(1112,tap,0)
(1113,tap,1)
(1115,tap,0)
(1116,tap,1)
(1117,tap,0)
(1119,tap,0)
(1120,tap,1)
(1121,tap,0)
(1123,tap,1)
(1124,tap,0)
(1125,tap,1)
(1127,tap,0)
(1128,tap,1)
(1129,tap,0)
(1131,tap,0)
(1132,tap,0)
(1133,tap,1)
(1135,tap,0)
(1136,tap,1)
(1137,tap,0)
(1139,tap,1)
(1140,tap,0)
(1141,tap,1)
(1143,tap,1)
(1144,tap,1)
(1145,tap,0)
(1147,tap,1)
(1148,tap,0)
(1149,tap,1)
(1151,tap,0)
(1152,tap,0)
(1153,tap,1)
(1155,tap,1)
(1156,tap,1)
(1157,tap,0)
(1159,tap,1)
(1160,tap,0)
(1161,tap,1)
(1163,tap,0)
(1164,tap,1)
(1165,tap,0)
(1167,tap,0)
(1168,tap,0)
(1169,tap,1)
(1171,tap,0)
(1172,tap,1)
(1173,tap,0)
(1175,tap,1)
(1176,tap,0)
(1177,tap,1)
(1179,tap,1)
(1180,tap,1)
(1181,tap,0)
(1183,tap,1)
(1184,hold_start,1)
(1185,tap,0)
(1185,hold_mid,1)
(1186,hold_mid,1)
(1187,hold_mid,1)
(1188,tap,0)
(1188,hold_mid,1)
(1189,hold_mid,1)
(1190,hold_mid,1)
(1191,hold_mid,1)
(1192,hold_mid,1)
(1193,tap,0)
(1193,hold_mid,1)
(1194,hold_mid,1)
(1195,hold_mid,1)
(1196,tap,0)
(1197,tap,1)
(1199,tap,0)
(1200,tap,1)
(1201,tap,0)
(1203,tap,0)
(1204,tap,0)
(1205,tap,1)
(1207,tap,0)
(1208,tap,1)
(1209,tap,0)
(1211,tap,1)
(1212,tap,0)
(1213,tap,1)
(1215,tap,1)
(1216,tap,0)
(1217,tap,1)
(1219,tap,0)
(1220,tap,1)
(1221,tap,0)
(1223,tap,1)
(1224,tap,0)
(1225,tap,1)
(1227,tap,1)
(1228,tap,1)
(1229,tap,0)
(1231,tap,1)
(1232,tap,0)
(1233,tap,1)
(1235,tap,0)
(1236,tap,1)
(1237,tap,0)
(1239,tap,0)
(1240,tap,0)
(1241,tap,1)
(1243,tap,0)
(1244,tap,1)
(1245,tap,0)
(1247,tap,1)
(1248,tap,1)
(1249,tap,0)
(1251,tap,0)
(1252,tap,0)
(1253,tap,1)
(1255,tap,0)
(1256,tap,1)
(1257,tap,0)
(1259,tap,1)
(1260,tap,0)
(1261,tap,1)
(1263,tap,1)
(1264,tap,1)
(1265,tap,0)
(1267,tap,1)
(1268,tap,0)
(1269,tap,1)
(1271,tap,0)
(1272,tap,1)
(1273,tap,0)
(1275,tap,0)
(1276,tap,0)
(1277,tap,1)
(1279,tap,0)
(1280,tap,0)
(1281,tap,1)
(1283,tap,0)
(1284,tap,1)
(1285,tap,0)
(1287,tap,0)
(1288,tap,0)
(1289,tap,1)
(1291,tap,0)
(1292,tap,1)
(1293,tap,0)
(1295,tap,1)
(1296,tap,0)
(1297,tap,1)
(1299,tap,1)
(1300,tap,1)
(1301,tap,0)
(1303,tap,1)
(1304,tap,0)
(1305,tap,1)
(1307,tap,0)
(1308,tap,1)
(1309,tap,0)
(1311,tap,0)
(1312,tap,1)
(1313,tap,0)
(1315,tap,1)
(1316,tap,0)
(1317,tap,1)
(1319,tap,0)
(1320,tap,1)
(1321,tap,0)
(1323,tap,0)
(1324,tap,0)
(1325,tap,1)
(1327,tap,0)
(1328,tap,1)
(1329,tap,0)
(1331,tap,1)
(1332,tap,0)
(1333,tap,1)
(1335,tap,1)
(1336,tap,1)
(1337,tap,0)
(1339,tap,1)
(1340,tap,0)
(1341,tap,1)
(1343,tap,0)
(1344,tap,0)
(1345,tap,1)
(1347,tap,1)
(1348,tap,1)
(1349,tap,0)
(1351,tap,1)
(1352,tap,0)
(1353,tap,1)
(1355,tap,0)
(1356,tap,1)
(1357,tap,0)
(1359,tap,0)
(1360,tap,0)
(1361,tap,1)
(1363,tap,0)
(1364,tap,1)
(1365,tap,0)
(1367,tap,1)
(1368,tap,0)
(1369,tap,1)
(1371,tap,1)
(1372,tap,1)
(1373,tap,0)
(1375,tap,1)
(1376,hold_start,0)
(1376,tap,1)
(1377,hold_mid,0)
(1378,hold_mid,0)
(1379,hold_mid,0)
(1379,tap,1)
(1380,hold_mid,0)
(1381,hold_mid,0)
(1381,tap,1)
(1382,hold_mid,0)
(1383,hold_mid,0)
(1383,tap,1)
(1384,tap,1)
(1385,tap,0)
(1387,tap,1)
(1388,tap,0)
(1389,tap,1)
(1391,tap,0)
(1392,tap,1)
(1393,tap,0)
(1395,tap,0)
(1396,tap,0)
(1397,tap,1)
(1399,tap,0)
(1400,tap,1)
(1401,tap,0)
(1403,tap,1)
(1404,tap,0)
(1405,tap,1)
(1407,tap,1)
(1408,tap,0)
(1409,tap,1)
(1411,tap,0)
(1412,tap,1)
(1413,tap,0)
(1415,tap,1)
(1416,tap,0)
(1417,tap,1)
(1419,tap,1)
(1420,tap,1)
(1421,tap,0)
(1423,tap,1)
(1424,tap,0)
(1425,tap,1)
(1427,tap,0)
(1428,tap,1)
(1429,tap,0)
(1431,tap,0)
(1432,tap,0)
(1433,tap,1)
(1435,tap,0)
(1436,tap,1)
(1437,tap,0)
(1439,tap,1)
(1440,tap,1)
(1441,tap,0)
(1443,tap,0)
(1444,tap,0)
(1445,tap,1)
(1447,tap,0)
(1448,tap,1)
(1449,tap,0)
(1451,tap,1)
(1452,tap,0)
(1453,tap,1)
(1455,tap,1)
(1456,tap,1)
(1457,tap,0)
(1459,tap,1)
(1460,tap,0)
(1461,tap,1)
(1463,tap,0)
(1464,tap,1)
(1465,tap,0)
(1467,tap,0)
(1468,tap,0)
(1469,tap,1)
(1471,tap,0)
(1472,tap,0)
(1473,tap,1)
(1475,tap,0)
(1476,tap,1)
(1477,tap,0)
(1479,tap,0)
(1480,tap,0)
(1481,tap,1)
(1483,tap,0)
(1484,tap,1)
(1485,tap,0)
(1487,tap,1)
(1488,tap,0)
(1489,tap,1)
(1491,tap,1)
(1492,tap,1)
(1493,tap,0)
(1495,tap,1)
(1496,tap,0)
(1497,tap,1)
(1499,tap,0)
(1500,tap,1)
(1501,tap,0)
(1503,tap,0)
(1504,tap,1)
(1505,tap,0)
(1507,tap,1)
(1508,tap,0)
(1509,tap,1)
(1511,tap,0)
(1512,tap,1)
(1513,tap,0)
(1515,tap,0)
(1516,tap,0)
(1517,tap,1)
(1519,tap,0)
(1520,tap,1)
(1521,tap,0)
(1523,tap,1)
(1524,tap,0)
(1525,tap,1)
(1527,tap,1)
(1528,tap,1)
(1529,tap,0)
(1531,tap,1)
(1532,tap,0)
(1533,tap,1)
(1535,tap,0)
(1536,tap,0)
(1537,tap,1)
(1539,tap,1)
(1540,tap,1)
(1541,tap,0)
(1543,tap,1)
(1544,tap,0)
(1545,tap,1)
(1547,tap,0)
(1548,tap,1)
(1549,tap,0)
(1551,tap,0)
(1552,tap,0)
(1553,tap,1)
(1555,tap,0)
(1556,tap,1)
(1557,tap,0)
(1559,tap,1)
(1560,tap,0)
(1561,tap,1)
(1563,tap,1)
(1564,tap,1)
(1565,tap,0)
(1567,tap,1)
(1568,hold_start,1)
(1569,tap,0)
(1569,hold_mid,1)
(1570,hold_mid,1)
(1571,hold_mid,1)
(1572,tap,0)
(1572,hold_mid,1)
(1573,hold_mid,1)
(1574,hold_mid,1)
(1575,hold_mid,1)
(1576,hold_mid,1)
(1577,tap,0)
(1577,hold_mid,1)
(1578,hold_mid,1)
(1579,hold_mid,1)
(1580,tap,0)
(1581,tap,1)
(1583,tap,0)
(1584,tap,1)
(1585,tap,0)
(1587,tap,0)
(1588,tap,0)
(1589,tap,1)
(1591,tap,0)
(1592,tap,1)
(1593,tap,0)
(1595,tap,1)
(1596,tap,0)
(1597,tap,1)
(1599,tap,1)
(1600,tap,0)
(1601,tap,1)
(1603,tap,0)
(1604,tap,1)
(1605,tap,0)
(1607,tap,1)
(1608,tap,0)
(1609,tap,1)
(1611,tap,1)
(1612,tap,1)
(1613,tap,0)
(1615,tap,1)
(1616,tap,0)
(1617,tap,1)
(1619,tap,0)
(1620,tap,1)
(1621,tap,0)
(1623,tap,0)
(1624,tap,0)
(1625,tap,1)
(1627,tap,0)
(1628,tap,1)
(1629,tap,0)
(1631,tap,1)
(1632,tap,1)
(1633,tap,0)
(1635,tap,0)
(1636,tap,0)
(1637,tap,1)
(1639,tap,0)
(1640,tap,1)
(1641,tap,0)
(1643,tap,1)
(1644,tap,0)
(1645,tap,1)
(1647,tap,1)
(1648,tap,1)
(1649,tap,0)
(1651,tap,1)
(1652,tap,0)
(1653,tap,1)
(1655,tap,0)
(1656,tap,1)
(1657,tap,0)
(1659,tap,0)
(1660,tap,0)
(1661,tap,1)
(1663,tap,0)
(1664,tap,0)
(1665,tap,1)
(1667,tap,0)
(1668,tap,1)
(1669,tap,0)
(1671,tap,0)
(1672,tap,0)
(1673,tap,1)
(1675,tap,0)
(1676,tap,1)
(1677,tap,0)
(1679,tap,1)
(1680,tap,0)
(1681,tap,1)
(1683,tap,1)
(1684,tap,1)
(1685,tap,0)
(1687,tap,1)
(1688,tap,0)
(1689,tap,1)
(1691,tap,0)
(1692,tap,1)
(1693,tap,0)
(1695,tap,0)
(1696,tap,1)
(1697,tap,0)
(1699,tap,1)
(1700,tap,0)
(1701,tap,1)
(1703,tap,0)
(1704,tap,1)
(1705,tap,0)
(1707,tap,0)
(1708,tap,0)
(1709,tap,1)
(1711,tap,0)
(1712,tap,1)
(1713,tap,0)
(1715,tap,1)
(1716,tap,0)
(1717,tap,1)
(1719,tap,1)
(1720,tap,1)
(1721,tap,0)
(1723,tap,1)
(1724,tap,0)
(1725,tap,1)
(1727,tap,0)
(1728,tap,0)
(1729,tap,1)
(1731,tap,1)
(1732,tap,1)
(1733,tap,0)
(1735,tap,1)
(1736,tap,0)
(1737,tap,1)
(1739,tap,0)
(1740,tap,1)
(1741,tap,0)
(1743,tap,0)
(1744,tap,0)
(1745,tap,1)
(1747,tap,0)
(1748,tap,1)
(1749,tap,0)
(1751,tap,1)
(1752,tap,0)
(1753,tap,1)
(1755,tap,1)
(1756,tap,1)
(1757,tap,0)
(1759,tap,1)
(1760,tap,1)
(1761,tap,0)
(1763,tap,1)
(1764,tap,0)
(1765,tap,1)
(1767,tap,1)
(1768,tap,1)
(1769,tap,0)
(1771,tap,1)
(1772,tap,0)
(1773,tap,1)
(1775,tap,0)
(1776,tap,1)
(1777,tap,0)
(1779,tap,0)
(1780,tap,0)
(1781,tap,1)
(1783,tap,0)
(1784,tap,1)
(1785,tap,0)
(1787,tap,1)
(1788,tap,0)
(1789,tap,1)
(1791,tap,1)
(1792,tap,0)
(1793,tap,1)
(1795,tap,0)
(1796,tap,1)
(1797,tap,0)
(1799,tap,1)
(1800,tap,0)
(1801,tap,1)
(1803,tap,1)
(1804,tap,1)
(1805,tap,0)
(1807,tap,1)
(1808,tap,0)
(1809,tap,1)
(1811,tap,0)
(1812,tap,1)
(1813,tap,0)
(1815,tap,0)
(1816,tap,0)
(1817,tap,1)
(1819,tap,0)
(1820,tap,1)
(1821,tap,0)
(1823,tap,1)
(1824,tap,1)
(1825,tap,0)
(1827,tap,0)
(1828,tap,0)
